hospital_id,name,city,state,pincode,address,latitude,longitude,specialties,procedures,cost_min,cost_max,currency,facilities,accreditation,pmjay_empanelled,annual_procedure_volume,outcome_metric,icu_beds,source_type,verification_status,source_url,last_verified,last_updated,data_status,condition_tag,review_status,phone,facility_type,date_of_establishment,success_rates
HP-004,"Civil Hospital, Chowari",Chowari,Himachal Pradesh,990136,"Chowari, Himachal Pradesh (street address not published in source)",31.102929,77.194048,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",55000,199153,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{NABH-style demo},False,228,Synthetic demo composite outcome: 96%,18,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,+91-00000-10136,Government Hospital,1965-01-06,"{""Pediatrics"":86,""Neonatology"":90}"
HP-005,"Regional Hospital, Hamirpur",Hamirpur,Himachal Pradesh,990137,"Hamirpur, Himachal Pradesh (street address not published in source)",31.707930,76.531999,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",58000,251990,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{ISO-style demo},False,556,Synthetic demo composite outcome: 95%,15,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,+91-00000-10137,Government Hospital,1972-04-11,"{""Ophthalmology"":88,""Ophthalmic Surgery"":85}"
HP-006,"Zonal Hospital, Dharamsala",Dharamsala,Himachal Pradesh,990138,"Dharamsala, Himachal Pradesh (street address not published in source)",31.083980,77.189502,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",61000,339174,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Quality-certified demo},False,594,Synthetic demo composite outcome: 97%,12,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,+91-00000-10138,Government Hospital,1979-07-16,"{""ENT"":90,""Head & Neck Surgery"":90}"
HP-007,"Civil Hospital, Nurpur",Nurpur,Himachal Pradesh,990139,"Nurpur, Himachal Pradesh (street address not published in source)",31.085599,77.176742,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",64000,194823,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Teaching hospital demo},False,372,Synthetic demo composite outcome: 91%,7,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,+91-00000-10139,Government Hospital,1986-10-21,"{""Dermatology"":91,""Cosmetology"":90}"
HP-008,"Civil Hospital, Palampur",Palampur,Himachal Pradesh,990140,"Palampur, Himachal Pradesh (street address not published in source)",31.085103,77.161098,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",67000,228421,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Not specified / demo},False,1788,Synthetic demo composite outcome: 94%,13,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,+91-00000-10140,Government Hospital,1993-01-26,"{""Psychiatry"":88,""Behavioral Health"":86}"
HP-009,"Regional Hospital, Reckong-Peo",Reckong-Peo,Himachal Pradesh,990141,"Reckong-Peo, Himachal Pradesh (street address not published in source)",31.080948,77.189084,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",70000,323083,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{NABH-style demo},False,530,Synthetic demo composite outcome: 89%,8,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,+91-00000-10141,Government Hospital,2000-04-04,"{""Emergency Medicine"":86,""Trauma Care"":84}"
HP-010,"Regional Hospital, Kullu",Kullu,Himachal Pradesh,990142,"Kullu, Himachal Pradesh (street address not published in source)",31.943503,77.142113,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",73000,400087,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{ISO-style demo},False,1758,Synthetic demo composite outcome: 95%,14,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,mental-health,pending,+91-00000-10142,Government Hospital,2007-07-09,"{""Endocrinology"":87,""Diabetology"":86}"
HP-011,"Regional Hospital, Keylong",Keylong,Himachal Pradesh,990143,"Keylong, Himachal Pradesh (street address not published in source)",31.117106,77.167432,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",76000,305369,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Quality-certified demo},False,477,Synthetic demo composite outcome: 86%,18,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,+91-00000-10143,Government Hospital,2014-10-14,"{""Rheumatology"":86,""Pain Medicine"":92}"
HP-012,"Zonal Hospital, Mandi",Mandi,Himachal Pradesh,990144,"Mandi, Himachal Pradesh (street address not published in source)",31.739314,76.938566,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",79000,387876,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Teaching hospital demo},False,1740,Synthetic demo composite outcome: 90%,4,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,+91-00000-10144,Government Hospital,1965-01-19,"{""General Medicine"":93,""Family Medicine"":93}"
HP-013,"Civil Hospital, Sundernagar",Sundernagar,Himachal Pradesh,990145,"Sundernagar, Himachal Pradesh (street address not published in source)",31.136128,77.169017,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",82000,274604,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Not specified / demo},False,726,Synthetic demo composite outcome: 93%,12,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,cardiac,pending,+91-00000-10145,Government Hospital,1972-04-24,"{""Cardiology"":94,""Internal Medicine"":95}"
HP-014,"DDU Zonal Hospital, Shimla",Shimla,Himachal Pradesh,990146,"Shimla, Himachal Pradesh (street address not published in source)",31.088258,77.185404,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",85000,305908,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{NABH-style demo},False,984,Synthetic demo composite outcome: 89%,6,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,neurological,pending,+91-00000-10146,Government Hospital,1979-07-02,"{""Neurology"":94,""Neurosurgery"":91}"
HP-015,"Civil Hospital, Khaneri (Rampur)",Rampur,Himachal Pradesh,990147,"Rampur, Himachal Pradesh (street address not published in source)",31.135167,77.202919,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",88000,432874,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{ISO-style demo},False,755,Synthetic demo composite outcome: 86%,17,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,+91-00000-10147,Government Hospital,1986-10-07,"{""Orthopedics"":90,""Joint Replacement"":89}"
HP-016,"Regional Hospital, Nahan",Nahan,Himachal Pradesh,990148,"Nahan, Himachal Pradesh (street address not published in source)",31.132972,77.200494,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",91000,384418,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Quality-certified demo},False,1446,Synthetic demo composite outcome: 87%,6,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,+91-00000-10148,Government Hospital,1993-01-12,"{""General Surgery"":88,""Laparoscopic Surgery"":90}"
HP-017,"Regional Hospital, Solan",Solan,Himachal Pradesh,990149,"Solan, Himachal Pradesh (street address not published in source)",30.882159,77.123732,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",94000,473676,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Teaching hospital demo},False,1455,Synthetic demo composite outcome: 88%,11,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,+91-00000-10149,Government Hospital,2000-04-17,"{""Gastroenterology"":92,""Hepatology"":86}"
HP-018,"Regional Hospital, Una",Una,Himachal Pradesh,990150,"Una, Himachal Pradesh (street address not published in source)",31.478688,76.262478,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",97000,292550,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Not specified / demo},False,494,Synthetic demo composite outcome: 92%,4,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,renal,pending,+91-00000-10150,Government Hospital,2007-07-22,"{""Nephrology"":89,""Urology"":85}"
JKSRI-001,Government Bone & Joint Hospital,Srinagar,Jammu & Kashmir,190005,"Srinagar, Jammu & Kashmir (street address not published in source)",34.049152,74.800752,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",100000,277966,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{NABH-style demo},False,1253,Synthetic demo composite outcome: 96%,5,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,respiratory,approved,01942430149,Government Hospital,2014-10-27,"{""Pulmonology"":93,""Critical Care"":89}"
JKSRI-002,Government Chest Disease Hospital Srinagar,Srinagar,Jammu & Kashmir,190001,"Srinagar, Jammu & Kashmir (street address not published in source)",34.084987,74.795227,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",103000,538310,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{ISO-style demo},False,548,Synthetic demo composite outcome: 97%,10,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,oncology,approved,01942501785,Government Hospital,1965-01-05,"{""Oncology"":94,""Radiation Oncology"":96}"
JKSRI-003,Government Children Hospital,Srinagar,Jammu & Kashmir,190018,"Srinagar, Jammu & Kashmir (street address not published in source)",34.107876,74.765504,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",55000,151992,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Quality-certified demo},False,1324,Synthetic demo composite outcome: 89%,15,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,women-health,approved,01942491908,Government Hospital,1972-04-10,"{""Obstetrics & Gynecology"":97,""Women’s Health"":94}"
JKSRI-004,Kashmir Government Nursing Home,Srinagar,Jammu & Kashmir,190001,"Srinagar, Jammu & Kashmir (street address not published in source)",34.070504,74.829263,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",58000,185342,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Teaching hospital demo},False,635,Synthetic demo composite outcome: 86%,18,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,7006980922,Government Hospital,1979-07-15,"{""Pediatrics"":93,""Neonatology"":87}"
JKSRI-005,Govt. Dental College & Hospital,Srinagar,Jammu & Kashmir,190010,"Srinagar, Jammu & Kashmir (street address not published in source)",34.074149,74.797578,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",61000,212540,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Not specified / demo},False,1654,Synthetic demo composite outcome: 87%,11,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,eye,approved,194-2504701,Government Hospital,1986-10-20,"{""Ophthalmology"":84,""Ophthalmic Surgery"":85}"
JKSRI-006,Psychiatric Hospital Srinagar,Srinagar,Jammu & Kashmir,190003,"Srinagar, Jammu & Kashmir (street address not published in source)",34.108630,74.831705,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",64000,347246,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{NABH-style demo},False,520,Synthetic demo composite outcome: 91%,12,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,ent,approved,9796527260,Government Hospital,1993-01-25,"{""ENT"":91,""Head & Neck Surgery"":88}"
JKSRI-007,L D Hospital Srinagar,Srinagar,Jammu & Kashmir,190001,"Srinagar, Jammu & Kashmir (street address not published in source)",34.093514,74.811655,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",67000,271780,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{ISO-style demo},False,1342,Synthetic demo composite outcome: 92%,16,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,01942313714,Government Hospital,2000-04-03,"{""Dermatology"":84,""Cosmetology"":83}"
JKSRI-008,Shri Maharaja Hari Singh Hospital Srinagar,Srinagar,Jammu & Kashmir,190010,"Srinagar, Jammu & Kashmir (street address not published in source)",34.107701,74.804904,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",70000,339083,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Quality-certified demo},False,902,Synthetic demo composite outcome: 86%,6,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,mental-health,approved,01942504801,Government Hospital,2007-07-08,"{""Psychiatry"":88,""Behavioral Health"":87}"
JKSRI-009,"Super Speciality Hospital, Srinagar",Srinagar,Jammu & Kashmir,190010,"Srinagar, Jammu & Kashmir (street address not published in source)",34.099873,74.827192,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",73000,297069,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Teaching hospital demo},False,726,Synthetic demo composite outcome: 93%,9,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,emergency,approved,01942503247,Government Hospital,2014-10-13,"{""Emergency Medicine"":93,""Trauma Care"":87}"
JKSRI-010,Government Maternity Home Sanatnagar Srinagar,Srinagar,Jammu & Kashmir,990160,"Srinagar, Jammu & Kashmir (street address not published in source)",34.068186,74.764751,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",76000,244416,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Not specified / demo},False,1020,Synthetic demo composite outcome: 86%,3,official,simulated,https://srinagar.nic.in/public-utility-category/hospitals/,2026-09-24,2026-09-24,synthetic_demo_data,diabetes,approved,+91-00000-10160,Government Hospital,1965-01-18,"{""Endocrinology"":91,""Diabetology"":87}"
JKJAM-001,GMC Hospital,Jammu,Jammu & Kashmir,990161,"Jammu, Jammu & Kashmir (street address not published in source)",32.714966,74.869166,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",79000,447959,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{NABH-style demo},False,1389,Synthetic demo composite outcome: 88%,9,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,cardiac,pending,2584290,Government Hospital,1972-04-23,"{""Rheumatology"":92,""Pain Medicine"":87}"
JKJAM-002,S.M.G.S. Hospital,Jammu,Jammu & Kashmir,990162,"Jammu, Jammu & Kashmir (street address not published in source)",32.750922,74.884160,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",82000,364938,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{ISO-style demo},False,587,Synthetic demo composite outcome: 87%,16,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,2547635,Government Hospital,1979-07-01,"{""General Medicine"":89,""Family Medicine"":93}"
JKJAM-003,C.D. Hospital,Jammu,Jammu & Kashmir,990163,"Jammu, Jammu & Kashmir (street address not published in source)",32.718532,74.853416,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",85000,334770,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Quality-certified demo},False,1341,Synthetic demo composite outcome: 89%,18,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,2577064,Government Hospital,1986-10-06,"{""Cardiology"":91,""Internal Medicine"":87}"
JKJAM-004,Dental Hospital,Jammu,Jammu & Kashmir,990164,"Jammu, Jammu & Kashmir (street address not published in source)",32.754306,74.828968,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",88000,230609,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Teaching hospital demo},False,1793,Synthetic demo composite outcome: 97%,5,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,2544670,Government Hospital,1993-01-11,"{""Neurology"":95,""Neurosurgery"":92}"
JKJAM-005,Gandhi Nagar Hospital,Jammu,Jammu & Kashmir,990165,"Jammu, Jammu & Kashmir (street address not published in source)",32.709137,74.885586,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",91000,431833,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Not specified / demo},False,573,Synthetic demo composite outcome: 88%,18,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,2430041,Government Hospital,2000-04-16,"{""Orthopedics"":95,""Joint Replacement"":94}"
JKJAM-006,Sarwal Hospital,Jammu,Jammu & Kashmir,990166,"Jammu, Jammu & Kashmir (street address not published in source)",32.757738,74.870911,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",94000,336253,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{NABH-style demo},False,1169,Synthetic demo composite outcome: 90%,18,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,2579402,Government Hospital,2007-07-21,"{""General Surgery"":93,""Laparoscopic Surgery"":96}"
JKJAM-007,G.B. Pant Cantt. Hospital,Jammu,Jammu & Kashmir,990167,"Jammu, Jammu & Kashmir (street address not published in source)",32.696645,74.864682,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",97000,236356,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{ISO-style demo},False,396,Synthetic demo composite outcome: 90%,13,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,2433500,Government Hospital,2014-10-26,"{""Gastroenterology"":92,""Hepatology"":91}"
JKJAM-008,Ayurvedic College,Jammu,Jammu & Kashmir,990168,"Jammu, Jammu & Kashmir (street address not published in source)",32.753403,74.860873,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",100000,494839,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Quality-certified demo},False,236,Synthetic demo composite outcome: 93%,6,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,2543661,Government Hospital,1965-01-04,"{""Nephrology"":94,""Urology"":90}"
JKJAM-009,C.R.P. Hospital,Jammu,Jammu & Kashmir,990169,"Jammu, Jammu & Kashmir (street address not published in source)",32.739184,74.835902,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",103000,505176,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Teaching hospital demo},False,592,Synthetic demo composite outcome: 91%,4,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,2591105,Government Hospital,1972-04-09,"{""Pulmonology"":89,""Critical Care"":83}"
JKJAM-010,Acharya Shri Chander,Jammu,Jammu & Kashmir,990170,"Jammu, Jammu & Kashmir (street address not published in source)",32.691720,74.839754,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",55000,150142,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Not specified / demo},False,175,Synthetic demo composite outcome: 94%,16,official,simulated,https://jammu.nic.in/helpline/,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,2662536,Government Hospital,1979-07-14,"{""Oncology"":85,""Radiation Oncology"":85}"
RJ-001,SMS Medical College & Hospital,Jaipur,Rajasthan,990171,"Jaipur, Rajasthan (street address not published in source)",26.906649,75.771666,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",68000,173405,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{NABH-style demo},False,247,Synthetic demo composite outcome: 87%,17,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,women-health,approved,+91-00000-10171,Private,1986-10-19,"{""Obstetrics & Gynecology"":90,""Women’s Health"":91}"
RJ-002,Mahatma Gandhi Hospital,Jaipur,Rajasthan,990172,"Jaipur, Rajasthan (street address not published in source)",26.886598,75.774821,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",71000,257281,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{ISO-style demo},False,351,Synthetic demo composite outcome: 89%,8,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,+91-00000-10172,Private,1993-01-24,"{""Pediatrics"":87,""Neonatology"":86}"
RJ-003,Monilek Hospital & Research Centre,Jaipur,Rajasthan,990173,"Jaipur, Rajasthan (street address not published in source)",26.883265,75.797573,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",74000,357971,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Quality-certified demo},False,482,Synthetic demo composite outcome: 87%,18,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,+91-00000-10173,Private,2000-04-02,"{""Ophthalmology"":91,""Ophthalmic Surgery"":84}"
RJ-004,Apex Hospitals Pvt. Limited,Jaipur,Rajasthan,990174,"Jaipur, Rajasthan (street address not published in source)",26.914972,75.809112,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",77000,226539,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Teaching hospital demo},False,384,Synthetic demo composite outcome: 94%,18,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,ent,approved,+91-00000-10174,Private,2007-07-07,"{""ENT"":86,""Head & Neck Surgery"":89}"
RJ-005,Shalby Hospital,Jaipur,Rajasthan,990175,"Jaipur, Rajasthan (street address not published in source)",26.904856,75.765266,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",80000,456968,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Not specified / demo},False,680,Synthetic demo composite outcome: 97%,5,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,+91-00000-10175,Private,2014-10-12,"{""Dermatology"":95,""Cosmetology"":96}"
RJ-006,Narayana Hrudayalaya Public Limited,Jaipur,Rajasthan,990176,"Jaipur, Rajasthan (street address not published in source)",26.913794,75.792892,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",83000,201347,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{NABH-style demo},False,1370,Synthetic demo composite outcome: 93%,17,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,diabetes,approved,+91-00000-10176,General Hospital,1965-01-17,"{""Psychiatry"":87,""Behavioral Health"":87}"
RJ-007,Mathura Das Mathur,Jodhpur,Rajasthan,990177,"Jodhpur, Rajasthan (street address not published in source)",26.254057,73.056507,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",86000,403372,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{ISO-style demo},False,1037,Synthetic demo composite outcome: 94%,12,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,emergency,approved,+91-00000-10177,General Hospital,1972-04-22,"{""Emergency Medicine"":93,""Trauma Care"":95}"
RJ-008,NIMS Hospital,Jaipur,Rajasthan,990178,"Jaipur, Rajasthan (street address not published in source)",26.894617,75.788651,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",89000,377196,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Quality-certified demo},False,1567,Synthetic demo composite outcome: 88%,11,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,neurological,approved,+91-00000-10178,Private,1979-07-27,"{""Endocrinology"":91,""Diabetology"":92}"
RJ-009,Medipulse Hospital,Jodhpur,Rajasthan,990179,"Jodhpur, Rajasthan (street address not published in source)",26.208206,73.031297,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",92000,254779,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Teaching hospital demo},False,1120,Synthetic demo composite outcome: 89%,9,official,simulated,https://sotto.rajasthan.gov.in/Home/approvedHospital,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,approved,+91-00000-10179,Private,1986-10-05,"{""Rheumatology"":93,""Pain Medicine"":88}"
